City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,okhotsk,59.3833,143.3,-14.76,86,97,10.0,RU,1675809354
368,bar harbor,44.3876,-68.2039,29.98,71,0,5.75,US,1675809354
369,havre-saint-pierre,50.2334,-63.5986,17.6,72,0,9.22,CA,1675809356
370,taybad,34.74,60.7756,49.73,65,81,18.3,IR,1675809356
371,la ceiba,15.7597,-86.7822,82.22,74,20,12.66,HN,1675809356
372,jagdalpur,19.0667,82.0333,57.18,44,49,0.89,IN,1675809357
373,makhinjauri,41.6739,41.694,37.26,93,100,12.66,GE,1675809357
374,carupano,10.6678,-63.2585,74.89,89,92,10.71,VE,1675809358
375,muros,42.7762,-9.0603,44.1,69,5,19.51,ES,1675809358
376,codrington,-38.2667,141.9667,63.09,66,59,12.55,AU,1675809359
377,atocha,-20.9333,-66.2333,49.28,68,86,7.87,BO,1675809359
378,awbari,26.5921,12.7805,60.49,30,100,13.47,LY,1675809359
379,mao,39.8885,4.2658,52.36,76,40,19.57,ES,1675809360
380,canaries,28.0,-15.5,53.56,67,40,8.05,ES,1675809361
381,alto araguaia,-17.3147,-53.2153,69.58,94,92,5.97,BR,1675809363
382,loiza,18.4313,-65.8802,78.8,78,75,13.8,PR,1675809364
383,karasburg,-28.0167,18.75,73.36,41,47,10.49,NA,1675809367
384,oranjemund,-28.55,16.4333,63.41,93,79,14.41,NA,1675809289
385,najran,17.4924,44.1277,65.05,62,13,7.23,SA,1675809290
386,ponca city,36.707,-97.0856,52.95,38,0,11.5,US,1675809373
387,zwedru,6.0667,-8.1281,73.0,96,91,4.07,LR,1675809381
388,vilyuysk,63.7553,121.6247,-37.34,99,100,1.21,RU,1675809207
389,saint-pierre,-21.3393,55.4781,78.48,78,20,5.75,RE,1675809191
390,ape,57.5393,26.6929,27.72,93,98,8.32,LV,1675809386
391,saint-joseph,-21.3667,55.6167,77.38,81,67,13.87,RE,1675809393
392,shache,38.4167,77.2406,28.6,66,0,6.91,CN,1675809396
393,lavrentiya,65.5833,-171.0,-12.06,86,100,3.02,RU,1675809403
394,zhezkazgan,47.8043,67.7144,1.38,85,75,6.71,KZ,1675809404
395,pyapon,16.2833,95.6833,66.29,66,35,8.05,MM,1675809404
396,lyskovo,56.0328,45.0422,-2.4,100,99,4.74,RU,1675809405
397,conde,-7.2597,-34.9075,78.26,65,0,5.75,BR,1675809405
398,dhidhdhoo,6.8833,73.1,80.22,71,87,5.7,MV,1675809407
399,gushikawa,26.3544,127.8686,65.43,94,100,0.0,JP,1675809407
400,tsiroanomandidy,-18.7667,46.0333,67.01,88,100,3.87,MG,1675809407
401,moa,20.6569,-74.9403,75.43,80,4,15.99,CU,1675809408
402,martapura,-3.4167,114.85,75.29,94,100,4.61,ID,1675809408
403,port-gentil,-0.7193,8.7815,80.56,94,40,2.3,GA,1675809409
404,aklavik,68.2191,-135.0107,-20.2,76,100,3.44,CA,1675809409
405,betare oya,5.6,14.0833,71.85,20,30,3.6,CM,1675809409
406,jacqueville,5.2052,-4.4146,79.9,86,94,8.84,CI,1675809410
407,maunabo,18.0072,-65.8993,78.64,88,16,13.69,PR,1675809410
408,barra do garcas,-15.89,-52.2567,77.94,76,36,0.85,BR,1675809410
409,fontenay-le-comte,46.5833,-1.0,37.04,77,3,9.37,FR,1675809411
410,rio gallegos,-51.6226,-69.2181,64.45,48,40,21.85,AR,1675809411
411,cairns,-16.9167,145.7667,86.11,82,94,5.75,AU,1675809328
412,meridian,43.6121,-116.3915,50.34,53,0,4.61,US,1675809412
413,quebo,11.3333,-14.9333,69.01,71,8,2.62,GW,1675809412
414,nabire,-3.3667,135.4833,75.31,90,100,3.13,ID,1675809413
415,calvinia,-31.4707,19.776,67.5,65,76,5.88,ZA,1675809413
416,safaga,26.7292,33.9365,57.88,46,97,15.79,EG,1675809413
417,jiaojiang,28.6803,121.4428,50.0,81,100,7.05,CN,1675809414
418,warrington,53.3925,-2.5802,42.98,87,75,2.3,GB,1675809414
419,borogontsy,62.6683,131.1683,-47.33,100,100,0.69,RU,1675809415
420,guerrero negro,27.9769,-114.0611,71.6,20,1,1.72,MX,1675809340
421,kissidougou,9.1848,-10.0999,82.96,36,100,1.7,GN,1675809415
422,hualmay,-11.0964,-77.6139,75.36,74,14,8.3,PE,1675809416
423,vila velha,-20.3297,-40.2925,80.55,88,40,13.8,BR,1675809416
424,charters towers,-20.1,146.2667,80.31,71,72,10.78,AU,1675809373
425,waingapu,-9.6567,120.2641,78.66,86,99,7.67,ID,1675809418
426,kokopo,-4.352,152.2633,79.99,81,100,6.6,PG,1675809418
427,yerbogachen,61.2767,108.0108,-21.26,100,97,2.1,RU,1675809419
428,komsomolskiy,40.4272,71.7189,34.52,80,10,6.91,UZ,1675809419
429,agadez,19.75,10.25,65.59,20,100,4.03,NE,1675809420
430,multan,30.1956,71.4753,60.69,59,20,0.0,PK,1675809420
431,northampton,40.8754,-75.2499,40.24,62,100,4.09,US,1675809420
432,onguday,50.75,86.15,-4.65,99,76,2.71,RU,1675809421
433,requena,39.4883,-1.1004,33.51,86,99,3.85,ES,1675809353
434,sangar,63.9242,127.4739,-41.42,99,100,1.77,RU,1675809423
435,libertador general san martin,-23.8064,-64.7876,89.98,42,96,3.24,AR,1675809424
436,oum hadjer,13.2954,19.6966,72.61,18,65,11.32,TD,1675809425
437,mitu,1.1983,-70.1733,76.51,86,75,2.48,CO,1675809426
438,bonavista,48.6499,-53.1147,22.66,67,100,20.89,CA,1675809236
439,benguela,-12.5763,13.4055,74.43,78,63,4.76,AO,1675809427
440,shumyachi,53.8583,32.4242,8.78,98,55,2.89,RU,1675809428
441,vangaindrano,-23.35,47.6,71.96,89,94,2.1,MG,1675809429
442,dunedin,-45.8742,170.5036,56.37,64,50,14.97,NZ,1675809431
443,pontianak,-0.0333,109.3333,75.18,100,100,2.3,ID,1675809432
444,coihaique,-45.5752,-72.0662,69.75,52,75,9.22,CL,1675809170
445,bonthe,7.5264,-12.505,75.99,76,100,5.86,SL,1675809433
446,karonga,-9.9333,33.9333,74.68,77,100,6.02,MW,1675809434
447,omsukchan,62.5333,155.8,-36.33,99,96,3.94,RU,1675809199
448,poso,-1.3959,120.7524,76.05,88,100,2.8,ID,1675809436
449,raton,36.9034,-104.4391,41.61,28,0,9.22,US,1675809439
450,pangnirtung,66.1451,-65.7125,-31.0,75,0,3.44,CA,1675809439
451,weligama,5.9667,80.4167,74.39,91,53,3.76,LK,1675809441
452,mathura,27.5,77.6833,53.24,45,0,8.05,IN,1675809441
453,port keats,-14.25,129.55,84.92,73,2,9.53,AU,1675809442
454,cajuru,-21.2753,-47.3042,68.74,92,100,0.51,BR,1675809443
455,port hawkesbury,45.6169,-61.3485,26.58,78,20,8.05,CA,1675809417
456,stephenville,32.2207,-98.2023,48.76,94,100,12.66,US,1675809446
457,sindou,10.6667,-5.1667,82.45,18,56,3.83,BF,1675809446
458,waddan,29.1614,16.139,52.0,47,97,18.19,LY,1675809447
459,arlit,18.7369,7.3853,75.11,13,100,6.04,NE,1675809449
460,petropavlovsk-kamchatskiy,53.0452,158.6483,-5.21,77,20,6.71,RU,1675809172
461,kon tum,14.35,108.0,62.89,91,18,2.15,VN,1675809450
462,sur,22.5667,59.5289,72.73,57,32,9.48,OM,1675809286
463,murray bridge,-35.1167,139.2667,71.4,42,0,5.21,AU,1675809454
464,carauari,-4.8828,-66.8958,75.18,95,37,1.79,BR,1675809455
465,camana,-16.6228,-72.7111,75.85,82,62,7.61,PE,1675809456
466,ovre ardal,61.3167,7.8,30.27,98,100,5.61,NO,1675809456
467,hwange,-18.3693,26.5019,68.31,83,51,1.32,ZW,1675809457
468,tianpeng,30.9866,103.9393,50.63,83,94,2.82,CN,1675809458
469,asau,46.4333,26.4,23.92,97,100,3.76,RO,1675809458
470,karacabey,40.2152,28.4038,34.18,76,100,11.18,TR,1675809180
471,poum,-20.2333,164.0167,80.73,80,96,9.31,NC,1675809174
472,ventersburg,-28.0856,27.1381,65.89,74,100,6.98,ZA,1675809459
473,burnie,-41.0667,145.9167,59.88,82,100,10.16,AU,1675809460
474,pedasi,7.5333,-80.0333,81.07,75,98,16.55,PA,1675809461
475,puquio,-14.7,-74.1333,51.98,95,94,7.63,PE,1675809461
476,hokitika,-42.7167,170.9667,62.91,59,80,15.26,NZ,1675809461
477,gambela,8.25,34.5833,80.83,21,37,2.66,ET,1675809462
478,puerto escondido,15.85,-97.0667,85.03,58,40,6.91,MX,1675809462
479,tura,25.5198,90.2201,58.8,50,19,3.51,IN,1675809463
480,sitka,57.0531,-135.33,39.09,75,100,3.44,US,1675809463
481,port blair,11.6667,92.75,77.04,83,40,2.3,IN,1675809405
482,payson,40.0444,-111.7321,38.37,66,0,3.44,US,1675809465
483,surman,32.7567,12.5716,54.52,59,79,21.81,LY,1675809465
484,itarema,-2.9248,-39.9167,79.3,78,100,11.54,BR,1675809466
485,yunyang,33.4474,112.7142,42.4,73,100,7.72,CN,1675809466
486,prainha,-1.8,-53.48,74.95,95,85,2.77,BR,1675809466
487,kruisfontein,-34.0033,24.7314,66.58,79,100,4.25,ZA,1675809468
488,pacific grove,36.6177,-121.9166,62.28,71,0,5.99,US,1675809451
489,kharakvasla,18.4333,73.7667,67.96,32,20,2.51,IN,1675809469
490,kyshtovka,56.555,76.6271,-1.55,98,95,4.45,RU,1675809469
491,belmonte,-15.8631,-38.8828,79.29,76,6,10.56,BR,1675809470
492,grindavik,63.8424,-22.4338,25.27,86,75,29.93,IS,1675809470
493,joshimath,30.5667,79.5667,33.94,43,1,9.98,IN,1675809471
494,haines junction,60.7522,-137.5108,28.35,86,76,1.14,CA,1675809472
495,darab,28.7519,54.5444,54.97,70,58,6.82,IR,1675809474
496,karpathos,35.507,27.2132,46.36,53,81,17.27,GR,1675809474
497,emerald,-23.5333,148.1667,76.33,65,35,9.28,AU,1675809339
498,vardo,70.3705,31.1107,31.98,86,100,32.21,NO,1675809475
499,isiolo,0.3546,37.5822,67.37,57,19,5.59,KE,1675809475
500,gejiu,23.306,103.1635,43.47,95,60,4.61,CN,1675809475
501,ranau,5.9538,116.6641,67.91,95,85,0.51,MY,1675809476
502,vila,42.0304,-8.1588,34.7,77,48,10.16,PT,1675809476
503,vinh,18.6667,105.6667,69.87,97,65,1.48,VN,1675809477
504,aykhal,66.0,111.5,-38.06,100,99,3.4,RU,1675809477
505,balkanabat,39.5108,54.3671,48.7,55,100,1.32,TM,1675809477
506,taltal,-25.4,-70.4833,71.37,78,57,5.88,CL,1675809466
507,fairbanks,64.8378,-147.7164,13.23,78,40,0.0,US,1675809478
508,virginia beach,36.8529,-75.978,57.27,61,0,4.61,US,1675809233
509,riyadh,24.6877,46.7219,57.34,38,81,7.4,SA,1675809376
510,itaituba,-4.2761,-55.9836,74.34,98,99,0.56,BR,1675809469
511,shangrao,28.4532,117.9686,51.01,94,100,6.35,CN,1675809481
512,farafangana,-22.8167,47.8333,73.42,86,100,1.57,MG,1675809481
513,yudong,29.385,106.5194,54.5,79,100,1.9,CN,1675809482
514,palmer,42.1584,-72.3287,37.15,39,100,12.66,US,1675809484
515,urumqi,43.801,87.6005,14.95,93,100,2.24,CN,1675809486
516,esperance,-33.8667,121.9,69.15,66,100,10.83,AU,1675809488
517,eureka,40.8021,-124.1637,61.66,63,52,4.0,US,1675809456
518,xapuri,-10.6517,-68.5044,74.93,94,76,0.94,BR,1675809490
519,trinidad,-14.8333,-64.9,80.58,78,75,3.44,BO,1675809491
520,chute-aux-outardes,49.1168,-68.399,19.38,68,0,14.97,CA,1675809493
521,rajanpur,29.1035,70.325,58.64,38,21,7.81,PK,1675809496
522,laguna,38.421,-121.4238,62.01,56,0,3.44,US,1675809498
523,sao gabriel da cachoeira,-0.1303,-67.0892,74.26,96,96,0.43,BR,1675809498
524,gimli,50.6336,-96.9907,23.02,80,43,13.8,CA,1675809314
525,stromness,58.965,-3.296,39.16,71,25,27.47,GB,1675809503
526,salamanca,40.8333,-6.0,38.98,88,72,6.87,ES,1675809269
527,havelock,34.8791,-76.9013,60.8,60,0,8.05,US,1675809422
528,constitucion,-35.3333,-72.4167,66.11,62,10,9.8,CL,1675809230
529,cocorit,27.5833,-109.9667,77.34,8,10,17.27,MX,1675809515
530,brawley,32.9787,-115.5303,71.85,17,0,12.66,US,1675809517
531,havoysund,70.9963,24.6622,34.03,72,61,30.82,NO,1675809462
532,darnah,32.767,22.6367,52.34,72,36,11.95,LY,1675809517
533,nara,34.6851,135.8049,41.5,69,44,3.85,JP,1675809518
534,iwase,36.35,140.1,45.7,71,95,8.12,JP,1675809519
535,evensk,61.95,159.2333,-21.39,75,74,8.84,RU,1675809341
536,nemuro,43.3236,145.575,24.28,74,62,6.98,JP,1675809290
537,gamba,-2.65,10.0,77.45,81,81,2.08,GA,1675809520
538,nambucca heads,-30.65,153.0,75.2,69,87,1.72,AU,1675809520
539,lobva,59.1854,60.5185,-10.8,99,54,3.42,RU,1675809521
540,novogurovskiy,54.4678,37.3428,6.6,97,51,2.71,RU,1675809521
541,brae,60.3964,-1.353,43.88,75,34,31.74,GB,1675809522
